,Name,IATA,Latitude,Longitude
2234,Osaka International Airport,ITM,34.785499572753906,135.43800354003906
2235,Tottori Airport,TTJ,35.530101776100004,134.167007446
2236,Tokushima Airport/JMSDF Air Base,TKS,34.132801,134.60699499999998
2237,Takamatsu Airport,TAK,34.214199066199996,134.01600647
2238,Yao Airport,\N,34.596298217773445,135.60299682617188
2239,Ozuki Airport,\N,34.045299530029304,131.052001953125
2240,Aomori Airport,AOJ,40.73469924926758,140.69099426269528
2241,Yamagata Airport,GAJ,38.4118995667,140.371002197
2242,Sado Airport,SDS,38.0601997375,138.414001465
2243,Hachinohe Airport,HHE,40.556400299072266,141.46600341796875
2244,Hanamaki Airport,HNA,39.4286003112793,141.13499450683594
2245,Akita Airport,AXT,39.6156005859375,140.218994140625
2246,Misawa Air Base,MSJ,40.7032012939,141.367996216
2247,Sendai Airport,SDJ,38.139701843299996,140.917007446
2248,Matsushima Air Base,\N,38.4048995972,141.220001221
2249,Atsugi Naval Air Facility,NJA,35.4546012878418,139.44999694824222
2250,Tateyama Airport,\N,34.987099,139.828995
2251,Hachijojima Airport,HAC,33.1150016785,139.785995483
2252,Iruma Air Base,\N,35.84189987182617,139.41099548339844
2253,Kisarazu Airport,\N,35.39830017089844,139.91000366210938
2254,Shimofusa Airport,\N,35.79890060424805,140.01100158691406
2255,Oshima Airport,OIM,34.7820014954,139.36000061
2256,Kastner Army Heliport,\N,35.5138015747,139.393997192
2257,Tokyo Haneda International Airport,HND,35.552299,139.779999
2258,Yokota Air Base,OKO,35.74850082397461,139.34800720214844
2259,Gwangju Airport,KWJ,35.123173,126.805444
2260,Jeon Ju Airport (G-703),CHN,35.87808,127.11911200000002
2261,Yeosu Airport,RSU,34.842300415039055,127.61699676513672
2262,Sokcho Airport,\N,38.1426010131836,128.5989990234375
2263,Gangneung Airport (K-18),KAG,37.753601,128.943915
2264,Jeju International Airport,CJU,33.51129913330078,126.49299621582031
2265,Jinhae Airbase/Airport (G-813/K-10),CHF,35.140248,128.69622900000002
2266,Gimhae International Airport,PUS,35.1795005798,128.93800354
2267,Ulsan Airport,USN,35.59349823,129.352005005
2268,A 511 Airport,\N,36.96220016479492,127.03099822998048
2269,Seoul Air Base (K-16),SSN,37.444744,127.11271799999999
2270,Osan Air Base,OSN,37.090599,127.029999
2271,Gimpo International Airport,GMP,37.5583,126.791
2272,Suwon Airport,SWU,37.23939895629883,127.00700378417969
2273,Pohang Airport (G-815/K-3),KPO,35.987955,129.42038300000002
2274,Daegu Airport,TAE,35.896871999999995,128.65531000000001
2275,Yecheon Airbase,YEC,36.630373,128.34971000000002
2276,Naha Airport,OKA,26.1958007812,127.64600372299999
2277,Ie Shima Auxiliary Air Base,\N,26.725757598876953,127.76490020751952
2278,Kadena Air Base,DNA,26.3556,127.76799799999999
2279,New Ishigaki Airport,ISG,24.396389000000003,124.245
2280,Kumejima Airport,UEO,26.36350059509277,126.71399688720705
2281,Minami-Daito Airport,MMD,25.8465003967,131.263000488
2282,Miyako Airport,MMY,24.7828006744,125.294998169
2283,Kitadaito Airport,KTD,25.9447002411,131.32699585
2284,Shimojishima Airport,SHI,24.8267002106,125.144996643
2285,Tarama Airport,TRA,24.6539001465,124.67500305200001
2286,Yoron Airport,RNJ,27.0440006256,128.40199279799998
2287,Futenma Marine Corps Air Station,\N,26.27429962158203,127.75599670410156
2288,Yonaguni Airport,OGN,24.466899871826172,122.97799682617188
2289,Ninoy Aquino International Airport,MNL,14.5086,121.019997
2290,Awang Airport,CBO,7.165239810943604,124.20999908447266
2291,Cagayan De Oro Airport,\N,8.41562,124.611
2292,Pagadian Airport,PAG,7.830731447869999,123.461179733
2293,General Santos International Airport,GES,6.058000087740001,125.096000671
2294,Zamboanga International Airport,ZAM,6.922420024871826,122.05999755859376
2295,Loakan Airport,BAG,16.375099182128903,120.62000274658205
2296,Daet Airport,DTE,14.129199981689453,122.9800033569336
2297,Basa Air Base,\N,14.98724,120.492554
2298,Lingayen Airport,\N,16.034799575805664,120.24099731445312
2299,San Jose Airport,SJI,12.361499786399998,121.04699707
2300,Fernando Air Base,\N,13.954999923706055,121.125
2301,Mamburao Airport,MBO,13.208100318908693,120.6050033569336
2302,Vigan Airport,\N,17.555299758911133,120.3560028076172
2303,Dr.Juan C. Angara Airport,BQA,15.729308999999999,121.50003400000001
2304,Bagabag Airport,\N,16.6192,121.251999
2305,Daniel Z. Romualdez Airport,TAC,11.228035,125.02776100000001
2306,Bacolod-Silay Airport,BCD,10.7764,123.014999
2307,Sibulan Airport,DGT,9.3337097168,123.30000305200001
2308,Godofredo P. Ramos Airport,MPH,11.9245,121.954002
2309,Guiuan Airport,\N,11.0354995728,125.741996765
2310,Iloilo International Airport,ILO,10.833017,122.493358
2311,Kalibo International Airport,KLO,11.679400444,122.375999451
2312,Puerto Princesa Airport,PPS,9.742119789123537,118.75900268554688
2313,Evelio Javier Airport,EUQ,10.765999794,121.93299865700001
2314,Comodoro Pierrestegui Airport,COC,-31.2969,-57.9966
2315,Gualeguaychu Airport,GHU,-33.0103,-58.6131
2316,Junin Airport,JNI,-34.5459,-60.9306
2317,General Urquiza Airport,PRA,-31.7948,-60.4804
2318,Islas Malvinas Airport,ROS,-32.9036,-60.785
2319,Sauce Viejo Airport,SFN,-31.7117,-60.8117
2320,Jorge Newbery Airpark,AEP,-34.5592,-58.4156
2321,Ingeniero Ambrosio Taravella Airport,COR,-31.323601,-64.208
2322,Chamical Airport,\N,-30.34530067,-66.29360198
2323,San Fernando Airport,FDO,-34.4532,-58.5896
2324,Mariano Moreno Airport,\N,-34.5606,-58.7896
2325,La Plata Airport,LPG,-34.9722,-57.8947
2326,Moron Airport,\N,-34.6763,-58.6428
2327,El Palomar Airport,EPA,-34.6099,-58.6126
2328,Chos Malal Airport,HOS,-37.444698333699996,-70.2225036621
2329,Dr. Arturo H. Illia Airport,GNR,-39.0007019043,-67.6204986572
2330,El Plumerillo Airport,MDZ,-32.831699371300004,-68.7929000854
2331,Comodoro D.R. Salomón Airport,LGS,-35.493598938000005,-69.5743026733
2332,Suboficial Ay Santiago Germano Airport,AFA,-34.588299,-68.4039
2333,Catamarca Airport,CTC,-28.5956001282,-65.751701355
2334,Vicecomodoro Angel D. La Paz Aragonés Airport,SDE,-27.7655563354,-64.3099975586
2335,Tinogasta Airport,\N,-28.0377998352,-67.5802993774
2336,Capitan V A Almonacid Airport,IRJ,-29.381599426300003,-66.7957992554
2337,Chilecito Airport,\N,-29.2238998413,-67.4389038086
2338,Teniente Benjamin Matienzo Airport,TUC,-26.8409,-65.104897
2339,Domingo Faustino Sarmiento Airport,UAQ,-31.571501,-68.418198
2340,Area De Material Airport,RCU,-33.0850982666,-64.2612991333
2341,Villa Dolores Airport,VDR,-31.945199966399997,-65.1463012695
2342,La Quiaca Airport,\N,-22.1506004333,-65.57749938959999
2343,Marcos Juarez Airport,\N,-32.6836,-62.157801
2344,Villa Reynolds Airport,VME,-33.729900360100004,-65.3873977661
2345,Brigadier Mayor D Cesar Raul Ojeda Airport,LUQ,-33.2732009888,-66.3563995361
2346,Corrientes Airport,CNQ,-27.4455,-58.7619
2347,Resistencia International Airport,RES,-27.45,-59.0561
2348,Formosa Airport,FMA,-26.2127,-58.2281
2349,Cataratas Del Iguazú International Airport,IGR,-25.737301000000002,-54.4734
2350,Paso De Los Libres Airport,AOL,-29.6894,-57.1521
2351,Monte Caseros Airport,MCS,-30.2719,-57.6402
2352,Libertador Gral D Jose De San Martin Airport,PSS,-27.3858,-55.9707
2353,Termal Airport,PRQ,-26.753611,-60.492222
2354,Martin Miguel De Guemes International Airport,SLA,-24.856000900300003,-65.4861984253
2355,Gobernador Horacio Guzman International Airport,JUJ,-24.392799,-65.097801
2356,Orán Airport,ORA,-23.1527996063,-64.3292007446
2357,Laboulaye Airport,\N,-34.1353988647,-63.362300872799985
2358,El Dorado Airport,ELO,-26.397499084499998,-54.5746994019
2359,Goya Airport,OYA,-29.1058,-59.2189
2360,Oberá Airport,\N,-27.518199920700003,-55.1241989136
2361,Reconquista Airport,RCQ,-29.2103,-59.68
2362,Curuzu Cuatia Airport,UZU,-29.7706,-57.9789
2363,El Bolson Airport,EHL,-41.9431991577,-71.53230285640001
2364,General E. Mosconi Airport,CRD,-45.7853,-67.4655
2365,Brigadier Antonio Parodi Airport,EQS,-42.908000946,-71.139503479
2366,Almirante Marco Andres Zar Airport,REL,-43.2105,-65.2703
2367,Gobernador Castello Airport,VDM,-40.8692,-63.0004
2368,El Tehuelche Airport,PMY,-42.7592,-65.1027
2369,Marambio Base,\N,-64.2382965088,-56.630798339799995
2370,Puerto Deseado Airport,PUD,-47.7353,-65.9041
2371,Hermes Quijada International Airport,RGA,-53.7777,-67.7494
2372,Piloto Civil N. Fernández Airport,RGL,-51.6089,-69.3126
2373,Malvinas Argentinas Airport,USH,-54.8433,-68.2958
2374,Capitan D Daniel Vazquez Airport,ULA,-49.3068,-67.8026
2375,Perito Moreno Airport,PMQ,-46.537898999999996,-70.978699
2376,Santa Cruz Airport,RZA,-50.0165,-68.5792
2377,Comandante Espora Airport,BHI,-38.725,-62.1693
2378,Brigadier D.H.E. Ruiz Airport,CSZ,-37.446098,-61.889301
2379,Olavarria Airport,OVR,-36.8899993896,-60.216598510699995
2380,General Pico Airport,GPO,-35.696201324499995,-63.7583007812
2381,Tres Arroyos Airport,OYO,-38.3869,-60.3297
2382,Bolivar Airport,\N,-36.1866,-61.0764
2383,Ástor Piazzola International Airport,MDQ,-37.9342,-57.5733
2384,Presidente Peron Airport,NQN,-38.949001,-68.15570100000001
2385,Comodoro Pedro Zanni Airport,PEH,-35.8446,-61.8576
2386,Santa Rosa Airport,RSA,-36.588299,-64.27570300000001
2387,San Carlos De Bariloche Airport,BRC,-41.151199,-71.157501
2388,Héroes De Malvinas Airport,TDL,-37.2374000549,-59.227901458699996
2389,Villa Gesell Airport,VLG,-37.2354,-57.0292
2390,Cutral-Co Airport,CUT,-38.939701080300004,-69.2646026611
2391,Aviador C. Campos Airport,CPC,-40.075401,-71.137299
2392,Conceição do Araguaia Airport,CDJ,-8.348349571228027,-49.30149841308594
2393,Campo Délio Jardim de Mattos Airport,\N,-22.875099,-43.384701
2394,Amapá Airport,\N,2.0775099999999997,-50.8582
2395,Araraquara Airport,AQA,-21.812000274699997,-48.13299942020001
2396,Santa Maria Airport,AJU,-10.984000206,-37.0703010559
2397,Piloto Osvaldo Marques Dias Airport,AFL,-9.866389274600001,-56.104999542200005
2398,Araçatuba Airport,ARU,-21.1413002014,-50.4247016907
2399,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,-1.3792500495900002,-48.476299285900005
2400,Comandante Gustavo Kraemer Airport,BGX,-31.39049911499,-54.112201690674
2401,Pampulha - Carlos Drummond de Andrade Airport,PLU,-19.851200103759766,-43.950599670410156
2402,Bacacheri Airport,BFH,-25.4050998688,-49.2319984436
2403,Major Brigadeiro Doorgal Borges Airport,\N,-21.2672,-43.761101000000004
2404,Presidente Juscelino Kubistschek International Airport,BSB,-15.86916732788086,-47.92083358764648
2405,Bauru Airport,BAU,-22.344999313400002,-49.053798675500005
2406,Atlas Brasil Cantanhede Airport,BVB,2.8413889408099995,-60.69222259520001
2407,Barra do Garças Airport,BPG,-15.8613004684,-52.388900756800005
2408,Cascavel Airport,CAC,-25.0002994537,-53.5008010864
2409,Cachimbo Airport,\N,-9.333939552310001,-54.9654006958
2410,Tancredo Neves International Airport,CNF,-19.62444305419922,-43.97194290161133
2411,Campo Grande Airport,CGR,-20.468700408900002,-54.6725006104
2412,Serafin Enoss Bertaso Airport,XAP,-27.134199142456,-52.656600952148
2413,Brig. Lysias Augusto Rodrigues Airport,CLN,-7.32043981552124,-47.45869827270508
2414,Diomício Freitas Airport,CCM,-28.724443435700003,-49.4213905334
2415,Canoas Air Force Base,\N,-29.945928000000002,-51.144413
2416,Bartolomeu Lisandro Airport,CAW,-21.698299408,-41.301700591999996
2417,Corumbá International Airport,CMG,-19.0119438171,-57.6713905334
2418,Afonso Pena Airport,CWB,-25.5284996033,-49.175800323500006
2419,Caravelas Airport,CRQ,-17.652299880981,-39.253101348877
2420,Hugo Cantergiani Regional Airport,CXJ,-29.197099685700003,-51.1875
2421,Marechal Rondon Airport,CGB,-15.6528997421,-56.1166992188
2422,Cruzeiro do Sul Airport,CZS,-7.59990978241,-72.7695007324
2423,Presidente Prudente Airport,PPB,-22.1751003265,-51.4245986938
2424,Eduardo Gomes International Airport,MAO,-3.038609981536865,-60.04970169067383
2425,Jacareacanga Airport,JCR,-6.2331600189208975,-57.77690124511719
2426,São Pedro da Aldeia Airport,\N,-22.81290054321289,-42.09260177612305
2427,Cataratas International Airport,IGU,-25.60027885437012,-54.48500061035156
2428,Hercílio Luz International Airport,FLN,-27.670278549194336,-48.5525016784668
2429,Fernando de Noronha Airport,FEN,-3.8549300000000004,-32.423302
2430,Furnas Airport,\N,-20.702800750732425,-46.33530044555664
2431,Pinto Martins International Airport,FOR,-3.776279926300049,-38.53260040283203
2432,Rio Galeão – Tom Jobim International Airport,GIG,-22.809999465900002,-43.2505569458
2433,Guajará-Mirim Airport,GJM,-10.786399841308594,-65.28479766845703
2434,Santa Genoveva Airport,GYN,-16.631999969482422,-49.22069931030274
2435,EMBRAER - Unidade Gavião Peixoto Airport,\N,-21.773700714111328,-48.40510177612305
2436,Guarulhos - Governador André Franco Montoro International Airport,GRU,-23.435556411743164,-46.47305679321289
2437,Guaratinguetá Airport,GUJ,-22.79159927368164,-45.20479965209961
2438,Altamira Airport,ATM,-3.2539100646973,-52.254001617432
2439,Itacoatiara Airport,ITA,-3.127259969711304,-58.481201171875
2440,Itaituba Airport,ITB,-4.2423400878906,-56.000701904296996
2441,Bahia - Jorge Amado Airport,IOS,-14.815999984741001,-39.033199310303004
2442,Usiminas Airport,IPN,-19.470699310302997,-42.487598419189
2443,Francisco Vilela do Amaral Airport,ITR,-18.444700241099998,-49.2134017944
2444,Prefeito Renato Moreira Airport,IMP,-5.53129,-47.459998999999996
2445,Belém/Brigadeiro Protásio de Oliveira Airport,\N,-1.4141600131999998,-48.4607009888
2446,Francisco de Assis Airport,JDF,-21.791500091552734,-43.38679885864258
2447,Presidente Castro Pinto International Airport,JPA,-7.145833015440002,-34.9486122131
2448,Lauro Carneiro de Loyola Airport,JOI,-26.22450065612793,-48.797401428222656
2449,Presidente João Suassuna Airport,CPV,-7.26992,-35.8964
2450,Viracopos International Airport,VCP,-23.0074005127,-47.1344985962
2451,Lages Airport,LAJ,-27.7821006775,-50.28150177
2452,Lins Airport,LIP,-21.663999557494996,-49.730499267578004
2453,Governador José Richa Airport,LDB,-23.3335990906,-51.1301002502
2454,Bom Jesus da Lapa Airport,LAZ,-13.2621002197,-43.4081001282
2455,Lagoa Santa Airport,\N,-19.66160011291504,-43.896400451660156
2456,João Correa da Rocha Airport,MAB,-5.36858987808,-49.1380004883
2457,Monte Dourado Airport,MEU,-0.8898389999999999,-52.6022
2458,Regional de Maringá - Sílvio Nane Junior Airport,MGF,-23.4794445038,-52.01222229
2459,Mário Ribeiro Airport,MOC,-16.706899642899998,-43.818901061999995
2460,Ponta Pelada Airport,PLL,-3.1460399627685547,-59.98630142211914
2461,Zumbi dos Palmares Airport,MCZ,-9.510809898376463,-35.79169845581055
2462,Alberto Alcolumbre Airport,MCP,0.0506640002131,-51.0722007751
2463,Dix-Sept Rosado Airport,MVF,-5.2019200325,-37.3642997742
2464,Campo de Marte Airport,\N,-23.509099960300002,-46.6377983093
2465,Manicoré Airport,MNX,-5.8113799095153995,-61.278301239014
2466,Ministro Victor Konder International Airport,NVT,-26.879998999999998,-48.651402000000004
2467,Santo Ângelo Airport,GEL,-28.2817,-54.169102
2468,Governador Aluízio Alves International Airport,NAT,-5.768056,-35.376111
2469,Oiapoque Airport,OYK,3.85548996925354,-51.79690170288086
2470,Salgado Filho Airport,POA,-29.994400024414066,-51.1713981628418
2471,Prefeito Doutor João Silva Filho Airport,PHB,-2.89374995232,-41.73199844359999
2472,Poços de Caldas - Embaixador Walther Moreira Salles Airport,POO,-21.843000411987,-46.567901611328004
2473,Lauro Kurtz Airport,PFB,-28.243999,-52.326599
2474,João Simões Lopes Neto International Airport,PET,-31.718398999999998,-52.327702
2475,Senador Nilo Coelho Airport,PNZ,-9.362409591674805,-40.56909942626953
2476,Porto Nacional Airport,PNB,-10.719400405883787,-48.39970016479492
2477,Ponta Porã Airport,PMG,-22.54960060119629,-55.702598571777344
2478,Governador Jorge Teixeira de Oliveira Airport,PVH,-8.70928955078125,-63.90230178833008
2479,Plácido de Castro Airport,RBR,-9.868888854980467,-67.89805603027344
2480,Guararapes - Gilberto Freyre International Airport,REC,-8.126489639282228,-34.923599243164055
2481,Santos Dumont Airport,SDU,-22.910499572800003,-43.1631011963
2482,Leite Lopes Airport,RAO,-21.136388778686523,-47.77666854858398
2483,Santa Cruz Air Force Base,SNZ,-22.9324,-43.719101
2484,Professor Urbano Ernesto Stumpf Airport,SJK,-23.22920036315918,-45.86149978637695
2485,Marechal Cunha Machado International Airport,SLZ,-2.585360050201416,-44.23410034179688
2486,Congonhas Airport,CGH,-23.626110076904297,-46.65638732910156
2487,Prof. Eribelto Manoel Reino State Airport,SJP,-20.8166007996,-49.40650177
2488,Base Aérea de Santos Airport,SSZ,-23.928056716918945,-46.299720764160156
2489,Deputado Luiz Eduardo Magalhães International Airport,SSA,-12.9086112976,-38.3224983215
2490,Trombetas Airport,TMT,-1.489599943161,-56.396800994873
2491,Senador Petrônio Portela Airport,THE,-5.0599398613,-42.8235015869
2492,Tefé Airport,TFF,-3.38294005394,-64.7240982056
2493,Tarauacá Airport,TRQ,-8.1552600860596,-70.783302307129
2494,Telêmaco Borba Airport,TEC,-24.317800521850586,-50.6515998840332
2495,Tiriós Airport,\N,2.2234700000000003,-55.946098
2496,Tabatinga Airport,TBT,-4.2556700706482,-69.93579864502
2497,Tucuruí Airport,TUR,-3.7860100269317996,-49.72029876709001
2498,São Gabriel da Cachoeira Airport,SJL,-0.14835,-66.9855
2499,Paulo Afonso Airport,PAV,-9.4008798599243,-38.250598907471
2500,Rubem Berta Airport,URG,-29.782199859600002,-57.0382003784
2501,Ten. Cel. Aviador César Bombonato Airport,UDI,-18.883612,-48.225277
2502,Mário de Almeida Franco Airport,UBA,-19.764722824097,-47.966110229491996
2503,Major Brigadeiro Trompowsky Airport,VAG,-21.5900993347,-45.473300933800004
2504,Brigadeiro Camarão Airport,BVH,-12.694399833678998,-60.098300933838
2505,Eurico de Aguiar Salles Airport,VIX,-20.258057,-40.286388
2506,Iauaretê Airport,\N,0.6075000166893,-69.18579864502
2507,Campo Fontenelle Airport,QPS,-21.984600067138672,-47.33480072021485
2508,Chacalluta Airport,ARI,-18.348499,-70.338699
2509,Balmaceda Airport,BBA,-45.916099548339844,-71.68949890136719
2510,El Bosque Airport,\N,-33.561798095703125,-70.68840026855469
2511,Chile Chico Airport,CCH,-46.58330154418945,-71.6874008178711
2512,El Loa Airport,CJC,-22.498199462890625,-68.90360260009766
2513,Gral. Bernardo O´Higgins Airport,YAI,-36.58250045776367,-72.03140258789062
2514,Pdte. Carlos Ibañez del Campo Airport,PUQ,-53.002602,-70.854599
2515,Teniente Vidal Airport,GXQ,-45.594200134277344,-72.1061019897461
2516,Diego Aracena Airport,IQQ,-20.535200119018555,-70.18129730224611
2517,Comodoro Arturo Merino Benítez International Airport,SCL,-33.393001556396484,-70.78579711914062
2518,Andrés Sabella Gálvez International Airport,ANF,-23.444501000000002,-70.445099
2519,Capitan Fuentes Martinez Airport Airport,WPR,-53.253700256347656,-70.31919860839844
2520,Futaleufú Airport,FFU,-43.18920135498047,-71.8510971069336
2521,María Dolores Airport,LSQ,-37.40169906616211,-72.42539978027344
2522,Guardiamarina Zañartu Airport,WPU,-54.93109893798828,-67.62629699707031
2523,Carriel Sur Airport,CCP,-36.772701,-73.063103
2524,Mataveri Airport,IPC,-27.164800643899998,-109.42199707
2525,Cañal Bajo Carlos - Hott Siebert Airport,ZOS,-40.61119842529297,-73.06099700927734
2526,Vallenar Airport,VLR,-28.596399307250977,-70.75599670410156
2527,De La Independencia Airport,QRC,-34.17369842529297,-70.77570343017578
2528,Teniente Rodolfo Marsh Martin Base,TNM,-62.190799713100006,-58.986698150600006
2529,La Florida Airport,LSC,-29.916201,-71.199501
2530,Eulogio Sánchez Airport,\N,-33.456298828125,-70.54669952392578
2531,Maquehue Airport,PZS,-38.766799926758,-72.637100219727
2532,El Tepual Airport,PMC,-41.43889999389648,-73.09400177001953
2533,Chaitén Airport,WCH,-42.93280029296875,-72.6990966796875
2534,Pichoy Airport,ZAL,-39.6500015259,-73.08609771729999
2535,Chachoán Airport,ATF,-1.2120699882507324,-78.57460021972656
2536,Hacienda Clementina Airport,\N,-1.7062699794769287,-79.37889862060547
2537,Francisco De Orellana Airport,OCC,-0.4628860056400299,-76.98680114746094
2538,Mariscal Lamar Airport,CUE,-2.88947,-78.984398
2539,Seymour Airport,GPS,-0.4537580013275146,-90.26589965820312
2540,José Joaquín de Olmedo International Airport,GYE,-2.15741991997,-79.88359832760001
2541,Gualaquiza Airport,\N,-3.4232099056243896,-78.56700134277344
2542,Atahualpa Airport,\N,0.33841899037361145,-78.13639831542969
2543,Km 192 Airport,\N,0.18420299887657168,-79.39199829101562
2544,Hacienda La Julia Airport,\N,-1.7043800354003906,-79.55229949951172
2545,Cotopaxi International Airport,LTX,-0.906833,-78.615799
2546,Jose Maria Velasco Ibarra Airport,MRR,-4.37823009491,-79.94100189210002
2547,Coronel E Carvajal Airport,XMS,-2.299170017242432,-78.12079620361328
2548,General Manuel Serrano Airport,MCH,-3.2689,-79.961601
2549,El Carmen Airport,\N,-2.0670099258422847,-76.97570037841797
2550,Eloy Alfaro International Airport,MEC,-0.9460780024528505,-80.67880249023438
2551,Maragrosa Airport,\N,-2.851099967956543,-79.80359649658203
2552,Amable Calle Gutierrez Airport,\N,-3.3196699619293213,-79.76920318603516
2553,Reales Tamarindos Airport,PVO,-1.0416500568389893,-80.47219848632812
2554,Quevedo Airport,\N,-0.989400029182434,-79.46510314941406
2555,Mariscal Sucre International Airport,UIO,-0.129166666667,-78.3575
2556,Chimborazo Airport,\N,-1.6534299850463867,-78.65609741210938
2557,Santa Rosa International Airport,ETR,-3.441986,-79.996957
2558,General Ulpiano Paez Airport,SNC,-2.20499,-80.988899
2559,Santo Domingo de Los Colorados Airport,\N,-0.2482219934463501,-79.21440124511719
2560,Taura Airport,\N,-2.2610399723052983,-79.6801986694336
2561,Mayor Galo Torres Airport,\N,-0.9867669939994812,-77.81950378417969
2562,Tarapoa Airport,TPC,-0.12295600026845932,-76.33779907226562
2563,Teniente Coronel Luis a Mantilla Airport,TUA,0.8095059990882874,-77.70809936523438
2564,Silvio Pettirossi International Airport,ASU,-25.239999771118164,-57.52000045776367
2565,Juan De Ayolas Airport,AYO,-27.370554,-56.854064
2566,Teniente Col Carmelo Peralta Airport,CIO,-23.442363,-57.427253
2567,Itaipú Airport,\N,-25.407519,-54.619377
2568,Dr. Luis Maria Argaña International Airport,ESG,-22.049999237060547,-60.61999893188477
2569,Carlos Miguel Gimenez Airport,PIL,-26.881224,-58.318026
2570,El Eden Airport,AXM,4.452780000000001,-75.7664
2571,Tres De Mayo Airport,PUU,0.505228,-76.5008
2572,Las Flores Airport,ELB,9.045539999999999,-73.9749
2573,Palonegro Airport,BGA,7.1265,-73.1848
2574,El Dorado International Airport,BOG,4.70159,-74.1469
2575,Ernesto Cortissoz International Airport,BAQ,10.8896,-74.7808
2576,José Celestino Mutis Airport,BSC,6.20292,-77.3947
2577,Gerardo Tobar López Airport,BUN,3.81963,-76.9898
2578,Camilo Daza International Airport,CUC,7.927569999999999,-72.5115
2579,Rafael Nuñez International Airport,CTG,10.4424,-75.513
2580,Alfonso Bonilla Aragon International Airport,CLO,3.54322,-76.3816
2581,La Florida Airport,TCO,1.8144200000000001,-78.7492
2582,Las Brujas Airport,CZU,9.33274,-75.2856
2583,Yariguíes Airport,EJA,7.02433,-73.8068
2584,Gustavo Artunduaga Paredes Airport,FLA,1.5891899999999999,-75.5644
2585,Santiago Vila Airport,GIR,4.2762400000000005,-74.7967
2586,Juan Casiano Airport,GPI,2.57013,-77.8986
2587,Guaymaral Airport,\N,4.81233,-74.0649
2588,Perales Airport,IBE,4.42161,-75.1333
2589,San Luis Airport,IPI,0.861925,-77.6718
2590,Antonio Roldan Betancourt Airport,APO,7.811960000000001,-76.7164
2591,Jorge Isaac Airport,MCJ,11.2325,-72.4901
2592,Alfredo Vásquez Cobo International Airport,LET,-4.19355,-69.9432
2593,Enrique Olaya Herrera Airport,EOH,6.220549,-75.590582
2594,Baracoa Airport,MGN,9.28474,-74.8461
2595,Los Garzones Airport,MTR,8.823739999999999,-75.8258
2596,Fabio Alberto Leon Bentley Airport,MVP,1.25366,-70.2339
2597,La Nubia Airport,MZL,5.0296,-75.4647
2598,Benito Salas Airport,NVA,2.95015,-75.294
2599,Aguas Claras Airport,OCV,8.31506,-73.3583
2600,Otu Airport,OTU,7.01037,-74.7155
2601,Puerto Bolívar Airport,\N,12.2215,-71.9848
2602,German Olano Airport,PCR,6.1847199999999996,-67.4932
2603,Matecaña International Airport,PEI,4.81267,-75.7395
2604,Pitalito Airport,PTX,1.8577700000000001,-76.0857
2605,Guillermo León Valencia Airport,PPN,2.4544,-76.6093
2606,Antonio Narino Airport,PSO,1.39625,-77.2915
2607,El Embrujo Airport,PVA,13.3569,-81.3583
2608,Mariquita Airport,MQU,5.21256,-74.8836
2609,Jose Maria Córdova International Airport,MDE,6.164540000000001,-75.4231
2610,Almirante Padilla Airport,RCH,11.5262,-72.926
2611,Jorge E. Gonzalez Torres Airport,SJE,2.5796900000000003,-72.6394
2612,Simón Bolívar International Airport,SMR,11.1196,-74.2306
2613,Gustavo Rojas Pinilla International Airport,ADZ,12.5836,-81.7112
2614,Eduardo Falla Solano Airport,SVI,2.15217,-74.7663
2615,Gustavo Vargas Airport,TME,6.45108,-71.7603
2616,Santiago Perez Airport,AUC,7.06888,-70.7369
2617,El Caraño Airport,UIB,5.69076,-76.6412
2618,Heriberto Gíl Martínez Airport,ULQ,4.08836,-76.2351
2619,Alfonso López Pumarejo Airport,VUP,10.435,-73.2495
2620,Vanguardia Airport,VVC,4.16787,-73.6138
2621,Bermejo Airport,BJO,-22.7733001709,-64.31289672850001
2622,Jorge Wilsterman International Airport,CBB,-17.421100616455078,-66.17710113525389
2623,Chimore Airport,CCA,-16.976834,-65.14556800000001
2624,Capitán Aníbal Arab Airport,CIJ,-11.0403995514,-68.78299713130001
2625,El Alto International Airport,LPB,-16.513299942016598,-68.19229888916016
2626,Juan Mendoza Airport,ORU,-17.962600708,-67.0762023926
2627,Capitan Nicolas Rojas Airport,POI,-19.543100357100002,-65.72370147710001
2628,Capitán Av. Salvador Ogaya G. airport,PSZ,-18.975301,-57.820599
2629,Santa Ana Del Yacuma Airport,SBL,-13.7622003555,-65.43520355220001
2630,Juana Azurduy De Padilla Airport,SRE,-19.007099151611328,-65.2886962890625
2631,Capitan Oriel Lea Plaza Airport,TJA,-21.5557003021,-64.7013015747
2632,Teniente Av. Jorge Henrich Arauz Airport,TDD,-14.8186998367,-64.9179992676
2633,Teniente Coronel Rafael Pabón Airport,VLM,-21.2551994324,-63.405601501499994
2634,Viru Viru International Airport,VVI,-17.6448,-63.135399
2635,Yacuiba Airport,BYC,-21.960899353027344,-63.65169906616211
2636,Johan Adolf Pengel International Airport,PBM,5.4528298378,-55.1878013611
2637,Cayenne-Rochambeau Airport,CAY,4.819809913639999,-52.360401153599994
2638,Saint-Georges-de-l'Oyapock Airport,OYP,3.89759993553,-51.8041000366
